course_id,course_title,domain,level,learning_outcomes,module_no,module_title,study_material,module_learning_outcome
igot-stat-204,Advanced Survey Methodology for MoSPI,statistical,L2,"Apply stratified and multi-stage sampling design choices specific to MoSPI's large-scale surveys, including allocation and rotation design.",4,Rotation Design for Panel-Like Estimates,"Some MoSPy surveys use a rotation design, replacing a fraction of sample units each round while retaining others, to support both cross-sectional estimates and rough period-to-period comparisons. Full replacement each round would prevent any such comparison.",Explain the purpose of a rotation design and what would be lost without it.
igot-stat-204,Advanced Survey Methodology for MoSPI,statistical,L2,"Apply stratified and multi-stage sampling design choices specific to MoSPI's large-scale surveys, including allocation and rotation design.",5,Variance Estimation for Complex Designs,"Because complex multi-stage, stratified designs violate simple random sampling assumptions, variance is estimated using methods appropriate to the design (e.g. ultimate cluster method, replicate weights), not the textbook simple-random-sample formula. Using the wrong formula can substantially understate reported margins of error.",Explain why standard simple-random-sample variance formulas are inappropriate for MoSPI's complex survey designs.
igot-stat-310,National Accounts Statistics (GDP Compilation),statistical,L3,"Explain the production, income and expenditure approaches to GDP compilation and how they are reconciled under the System of National Accounts.",1,Three Approaches to Measuring GDP,"GDP can be measured via the production approach (value added by industry), the income approach (compensation, profits, taxes less subsidies) or the expenditure approach (consumption, investment, government spending, net exports). All three should, in principle, arrive at the same total.",Name the three approaches to measuring GDP and what each one sums.
igot-stat-310,National Accounts Statistics (GDP Compilation),statistical,L3,"Explain the production, income and expenditure approaches to GDP compilation and how they are reconciled under the System of National Accounts.",2,Gross Value Added and Industry Classification,"Gross Value Added (GVA) by industry is compiled by subtracting intermediate consumption from gross output for each industry, classified under a standard industrial classification. Summing GVA across industries and adding net taxes on products gives GDP at market prices.",Explain how GVA by industry relates to GDP at market prices.
igot-stat-310,National Accounts Statistics (GDP Compilation),statistical,L3,"Explain the production, income and expenditure approaches to GDP compilation and how they are reconciled under the System of National Accounts.",3,Base Year Revisions and Real vs. Nominal GDP,"Nominal GDP is measured at current prices, while real GDP adjusts for price changes using a base year, and periodic base-year revisions update the weights and methodology used in that adjustment. A base-year revision can shift both the level and growth rate of reported real GDP.",Explain the difference between nominal and real GDP and why a base-year revision can change reported growth rates.
igot-stat-310,National Accounts Statistics (GDP Compilation),statistical,L3,"Explain the production, income and expenditure approaches to GDP compilation and how they are reconciled under the System of National Accounts.",4,Institutional Sectors in the System of National Accounts,"The System of National Accounts classifies economic activity into institutional sectors — households, non-financial corporations, financial corporations, general government, and the rest of the world — enabling sector-wise income and expenditure accounts alongside the aggregate GDP figure. This sectoral breakdown supports fiscal and monetary policy analysis beyond the headline GDP number.",List the institutional sectors used in the System of National Accounts and explain why sectoral accounts matter beyond the GDP total.
igot-stat-310,National Accounts Statistics (GDP Compilation),statistical,L3,"Explain the production, income and expenditure approaches to GDP compilation and how they are reconciled under the System of National Accounts.",5,Common Misinterpretations of GDP Figures,"GDP measures the value of production within a period and is not a direct measure of welfare, income distribution, or non-market activity such as unpaid household work. Citing GDP growth as evidence of improved living standards for all citizens overlooks these well-documented limitations.",Identify at least two common misinterpretations of GDP figures and explain why each is inaccurate.
igot-tech-110,Data Analytics with Python for Statisticians,technical,L2,Apply statistical hypothesis tests and build clear visualizations for government survey data using Python's scientific stack.,1,Setting Up a Statistical Analysis Workflow,"A typical Python analysis workflow for survey data loads data with pandas, checks assumptions, runs the appropriate test from scipy.stats, and visualizes the result — kept reproducible via a script or notebook rather than ad-hoc interactive commands. Reproducibility matters when a government analysis may later be audited or repeated on updated data.",Describe the typical steps in a reproducible Python statistical analysis workflow for survey data.
igot-tech-110,Data Analytics with Python for Statisticians,technical,L2,Apply statistical hypothesis tests and build clear visualizations for government survey data using Python's scientific stack.,2,Running a t-test with scipy.stats,"scipy.stats.ttest_ind() runs an independent-samples t-test given two arrays of values, returning a test statistic and p-value, but first assumes roughly equal variances unless equal_var=False is specified. Blindly using default settings without checking this assumption can produce a misleading p-value.",Explain what scipy.stats.ttest_ind() assumes by default and when that assumption should be checked.
igot-tech-110,Data Analytics with Python for Statisticians,technical,L2,Apply statistical hypothesis tests and build clear visualizations for government survey data using Python's scientific stack.,3,Chi-Square Tests for Categorical Survey Data,"scipy.stats.chi2_contingency() tests whether two categorical variables are independent, taking a contingency table (e.g. crosstab of scheme enrollment by district) and returning a chi-square statistic and p-value. Small expected cell counts can make this test unreliable, a check often skipped by less experienced analysts.",Explain when a chi-square test of independence is appropriate and one condition that can make it unreliable.
igot-tech-110,Data Analytics with Python for Statisticians,technical,L2,Apply statistical hypothesis tests and build clear visualizations for government survey data using Python's scientific stack.,4,Visualizing Distributions with seaborn/matplotlib,"A histogram or boxplot quickly reveals a variable's shape, spread and outliers before any formal test is run, which can catch data issues a summary statistic alone would miss. Skipping this visual check and jumping straight to a test risks running an inappropriate test on badly-behaved data.",Explain why visualizing a distribution before running a statistical test is good practice.
igot-tech-110,Data Analytics with Python for Statisticians,technical,L2,Apply statistical hypothesis tests and build clear visualizations for government survey data using Python's scientific stack.,5,Reporting Statistical Results Responsibly,"A results section should report the test used, the statistic, the p-value, sample size, and any violated assumptions, rather than just a bare p-value with no context. Omitting sample size or assumption checks makes it hard for a reader to judge how much weight to place on the reported result.",List what a responsible statistical results write-up should include beyond just the p-value.
igot-tech-215,Introduction to R for Survey Data Processing,technical,L1,"Use core R and the tidyverse to import, clean, tabulate and apply survey weights to microdata.",1,Reading and Inspecting Data in R,"read.csv() or readr::read_csv() loads tabular data into an R data frame, and functions like str(), summary() and head() give a quick first look at structure and value ranges. This first inspection step is the R equivalent of the pandas checks used in Python.",Load survey microdata into R and use built-in functions to inspect its structure.
igot-tech-215,Introduction to R for Survey Data Processing,technical,L1,"Use core R and the tidyverse to import, clean, tabulate and apply survey weights to microdata.",2,Filtering and Selecting with dplyr,"dplyr's filter() selects rows meeting a condition, and select() picks specific columns, and these can be chained with the pipe operator to build a readable data-cleaning sequence. Chaining operations this way is generally clearer than deeply nested base-R indexing.",Write a dplyr pipeline that filters rows and selects specific columns from survey microdata.
igot-tech-215,Introduction to R for Survey Data Processing,technical,L1,"Use core R and the tidyverse to import, clean, tabulate and apply survey weights to microdata.",3,Tabulating Survey Results with group_by/summarise,"dplyr's group_by() followed by summarise() computes group-wise statistics, such as mean expenditure by state, mirroring pandas' groupby(). This combination is the standard way to produce tabulated survey summaries in R.",Use group_by and summarise to compute a group-wise summary statistic in R.
igot-tech-215,Introduction to R for Survey Data Processing,technical,L1,"Use core R and the tidyverse to import, clean, tabulate and apply survey weights to microdata.",4,Applying Survey Weights in R,"The survey package's svydesign() defines a survey object incorporating design weights and stratification, after which functions like svymean() produce correctly weighted estimates and standard errors. Computing a plain unweighted mean() on survey microdata ignores the design entirely and can give a biased estimate.",Explain why the survey package's weighted functions should be used instead of a plain mean() on survey microdata.
igot-tech-215,Introduction to R for Survey Data Processing,technical,L1,"Use core R and the tidyverse to import, clean, tabulate and apply survey weights to microdata.",5,Exporting Cleaned Data for Reporting,"write_csv() or write.csv() exports a cleaned data frame for downstream use, and documenting the cleaning steps taken (ideally in the same R script) lets a report be reproduced later. Exporting a cleaned file with no record of what cleaning was applied makes that file hard to trust or audit later.",Explain why documenting cleaning steps alongside an exported dataset matters.
igot-tech-330,Database Management for Statistical Systems,technical,L3,"Design relational schemas for large administrative datasets, applying normalization and indexing appropriate to statistical systems.",1,Entity-Relationship Modeling for Administrative Data,"An entity-relationship model identifies the core entities (e.g. household, scheme, district) and the relationships between them before any table is created, giving a blueprint for a relational schema. Skipping this step and designing tables ad hoc often produces redundant or inconsistent structures later.",Explain the purpose of entity-relationship modeling before creating a relational schema.
igot-tech-330,Database Management for Statistical Systems,technical,L3,"Design relational schemas for large administrative datasets, applying normalization and indexing appropriate to statistical systems.",2,Normalization to Reduce Redundancy,"Normalizing a schema (e.g. to third normal form) removes redundant data by splitting it into related tables linked by keys, reducing the risk of inconsistent updates when the same fact is stored in multiple places. An un-normalized table storing a district's name in every household row risks inconsistent spellings across rows.",Explain how normalization reduces the risk of inconsistent data and give an example.
igot-tech-330,Database Management for Statistical Systems,technical,L3,"Design relational schemas for large administrative datasets, applying normalization and indexing appropriate to statistical systems.",3,Indexing for Query Performance,"An index on a frequently filtered or joined column, such as district_code, lets the database find matching rows without scanning the entire table, dramatically speeding up large queries. Adding indexes to every column indiscriminately, however, slows down writes and wastes storage.",Explain when adding an index helps query performance and a downside of over-indexing.
igot-tech-330,Database Management for Statistical Systems,technical,L3,"Design relational schemas for large administrative datasets, applying normalization and indexing appropriate to statistical systems.",4,Referential Integrity with Foreign Keys,"A foreign key constraint ensures that a reference, such as a household's district_id, must correspond to an existing row in the district table, preventing orphaned or invalid references. Without this constraint, deleting a district row could silently leave household rows pointing at nothing.",Explain what a foreign key constraint protects against.
igot-tech-330,Database Management for Statistical Systems,technical,L3,"Design relational schemas for large administrative datasets, applying normalization and indexing appropriate to statistical systems.",5,Backup and Access Control for Statistical Databases,"A statistical database holding administrative or survey microdata needs scheduled backups and role-based access control, so that only authorized roles can view or modify sensitive fields. Granting all staff full write access to a production statistical database is a common and risky misconfiguration.",Explain why role-based access control matters for a statistical system's database.
igot-dgov-120,Digital Governance & e-Office Essentials,digital_gov,L1,"Use e-Office and DigiLocker in daily government workflows, and apply interoperability principles when integrating with other systems.",1,Navigating the e-Office File Workflow,"An e-Office file moves through defined stages — draft, examination, approval, and disposal — each logged with a timestamp and the responsible official, replacing the informal movement of paper files between desks. This structured flow lets any authorized user check a file's current stage without physically locating it.",Describe the typical stages an e-Office file moves through and why this structure helps.
igot-dgov-120,Digital Governance & e-Office Essentials,digital_gov,L1,"Use e-Office and DigiLocker in daily government workflows, and apply interoperability principles when integrating with other systems.",2,Digital Signatures and Approval Authenticity,"e-Office approvals are authenticated via digital signature certificates tied to an individual officer, providing the same legal standing as a physical signature while creating a verifiable electronic record. A shared login used by multiple staff undermines this authenticity guarantee.",Explain why individual digital signature certificates matter for e-Office approvals.
igot-dgov-120,Digital Governance & e-Office Essentials,digital_gov,L1,"Use e-Office and DigiLocker in daily government workflows, and apply interoperability principles when integrating with other systems.",3,Using DigiLocker for Document Submission,"A citizen or official can fetch a verified document, such as an educational certificate, directly from DigiLocker into a government workflow instead of uploading a scanned copy that still needs manual verification. This removes a manual verification step that a scanned upload would otherwise require.",Explain the advantage of pulling a document from DigiLocker over accepting an uploaded scan.
igot-dgov-120,Digital Governance & e-Office Essentials,digital_gov,L1,"Use e-Office and DigiLocker in daily government workflows, and apply interoperability principles when integrating with other systems.",4,Interoperability Between e-Office and Other Systems,"e-Office can expose or consume APIs to interoperate with other government systems, such as pulling a citizen's verified identity details rather than requiring an official to re-key them. A department that instead re-enters the same citizen data manually into each system duplicates effort and introduces transcription errors.",Explain how interoperability between e-Office and other systems reduces manual work and error.
igot-dgov-120,Digital Governance & e-Office Essentials,digital_gov,L1,"Use e-Office and DigiLocker in daily government workflows, and apply interoperability principles when integrating with other systems.",5,Measuring e-Office Adoption and Impact,"Adoption of e-Office can be tracked through metrics like average file disposal time before and after rollout, percentage of files still handled on paper, and user-reported ease of use. A department that rolls out e-Office but never measures these metrics has no evidence of whether the change actually improved anything.",List metrics that could show whether an e-Office rollout has improved government file processing.
igot-dgov-225,Cyber Hygiene for Government Officials,digital_gov,L1,"Apply everyday cyber-hygiene practices — password security, phishing awareness, and secure handling of citizen data — in a government office setting.",1,Password Hygiene and Multi-Factor Authentication,"A strong, unique password for each government system, combined with multi-factor authentication where available, significantly reduces the risk of an account being compromised by a leaked password from an unrelated breach. Reusing the same password across multiple government systems means a single leak compromises them all.",Explain why password reuse across systems is risky and how multi-factor authentication helps.
igot-dgov-225,Cyber Hygiene for Government Officials,digital_gov,L1,"Apply everyday cyber-hygiene practices — password security, phishing awareness, and secure handling of citizen data — in a government office setting.",2,Recognizing Phishing Attempts,"Phishing emails often impersonate a trusted sender, create urgency, and ask the recipient to click a link or open an attachment leading to credential theft or malware. Verifying a suspicious sender through a separate, known channel before acting is a standard precaution against this.",Describe common signs of a phishing email and an appropriate response when one is suspected.
igot-dgov-225,Cyber Hygiene for Government Officials,digital_gov,L1,"Apply everyday cyber-hygiene practices — password security, phishing awareness, and secure handling of citizen data — in a government office setting.",3,Secure Handling of Citizen Data on Shared Devices,"Citizen data should never be left open on a shared or public device, and any session handling such data should be logged out and cleared when the official steps away. Leaving a citizen database open and unattended on a shared terminal exposes it to anyone who walks by.",Explain the risk of leaving citizen data open on a shared or public device.
igot-dgov-225,Cyber Hygiene for Government Officials,digital_gov,L1,"Apply everyday cyber-hygiene practices — password security, phishing awareness, and secure handling of citizen data — in a government office setting.",4,Safe Use of USB Drives and External Media,"External USB drives from unknown or untrusted sources can carry malware that executes automatically when connected, so scanning removable media before use and restricting untrusted devices is standard cyber hygiene. Plugging in an unknown USB drive found in a public area is a well-known attack vector.",Explain the risk of using unknown external media and a mitigation practice.
igot-dgov-225,Cyber Hygiene for Government Officials,digital_gov,L1,"Apply everyday cyber-hygiene practices — password security, phishing awareness, and secure handling of citizen data — in a government office setting.",5,Reporting a Suspected Security Incident,"When a security incident is suspected — a phishing click, a lost device, unusual account activity — prompt reporting through the department's defined channel allows faster containment than staying silent out of embarrassment or uncertainty. Delayed reporting gives an attacker more time to cause damage.","Explain why prompt reporting of a suspected security incident matters, even if the official is unsure it's serious."
igot-dgov-340,Open Government Data (OGD) Platform Practices,digital_gov,L2,"Publish and consume datasets on India's Open Government Data platform, following its metadata, format and licensing conventions.",1,OGD Platform Structure and Catalog,"The OGD platform organizes datasets into a searchable catalog by ministry, sector and tags, with each dataset entry carrying a title, description, update frequency and download links in one or more formats. A dataset uploaded without proper catalog tagging is technically live but effectively undiscoverable through search.",Explain why proper catalog tagging matters for a dataset published on the OGD platform.
igot-dgov-340,Open Government Data (OGD) Platform Practices,digital_gov,L2,"Publish and consume datasets on India's Open Government Data platform, following its metadata, format and licensing conventions.",2,Choosing a Publication Format,"OGD conventions favor open, machine-readable formats like CSV or JSON over formats like PDF or scanned images, since machine-readable formats can be directly loaded into analysis tools without manual re-extraction. Publishing a tabular dataset only as a scanned PDF forces every downstream user to redo the extraction work.",Explain why CSV/JSON are preferred over PDF for OGD dataset publication.
igot-dgov-340,Open Government Data (OGD) Platform Practices,digital_gov,L2,"Publish and consume datasets on India's Open Government Data platform, following its metadata, format and licensing conventions.",3,Writing Dataset Metadata and Data Dictionaries,"A data dictionary accompanying a published dataset explains each column's meaning, units and allowed values, which is essential when column names are abbreviated or coded. Publishing a dataset with columns like 'v3_flg' and no explanation leaves users guessing at what the field actually represents.",Explain why a data dictionary is necessary for datasets with abbreviated or coded column names.
igot-dgov-340,Open Government Data (OGD) Platform Practices,digital_gov,L2,"Publish and consume datasets on India's Open Government Data platform, following its metadata, format and licensing conventions.",4,Licensing Datasets for Reuse,"OGD datasets are published under a standard open license (such as the National Data Sharing and Accessibility Policy's terms) specifying what reuse is permitted, such as reuse with attribution. A dataset published with no stated license leaves potential reusers uncertain whether they're legally permitted to build on it.",Explain why an explicit license matters even for an already-public government dataset.
igot-dgov-340,Open Government Data (OGD) Platform Practices,digital_gov,L2,"Publish and consume datasets on India's Open Government Data platform, following its metadata, format and licensing conventions.",5,Handling Dataset Updates and Versioning,"When an OGD dataset is updated, publishing a new version with a clear version number and change note (rather than silently overwriting the old file) lets users relying on a specific version know what changed. Silent overwrites can break downstream analyses that assumed the old data unchanged.",Explain why versioning matters when updating a previously published OGD dataset.
igot-mgmt-130,People Management for Statistical Officers,managerial,L2,"Lead field survey teams effectively: allocate work, manage enumerator performance, and resolve common field-operation people issues.",1,Structuring a Field Survey Team,"A field survey team typically has a supervisor, a small number of enumerators, and sometimes a local guide or coordinator, with roles and reporting lines defined before fieldwork begins. Ambiguity about who reports to whom in the field often surfaces only once a problem arises and no one is sure who should resolve it.",Explain why clearly defining roles and reporting lines before fieldwork begins matters.
igot-mgmt-130,People Management for Statistical Officers,managerial,L2,"Lead field survey teams effectively: allocate work, manage enumerator performance, and resolve common field-operation people issues.",2,Setting Realistic Daily Targets,"Enumerator daily targets should account for travel time between sample points, expected interview length, and respondent availability patterns, rather than a flat number applied uniformly regardless of terrain or distance. A uniform target that ignores a remote block's longer travel time sets that enumerator up to fail through no fault of their own.",Explain why enumerator targets should vary based on terrain and travel time.
igot-mgmt-130,People Management for Statistical Officers,managerial,L2,"Lead field survey teams effectively: allocate work, manage enumerator performance, and resolve common field-operation people issues.",3,Monitoring Data Quality Without Micromanaging,Spot-checking a sample of completed schedules and holding brief daily check-ins gives a supervisor visibility into data quality issues without requiring them to review every single schedule in detail. Reviewing 100% of every enumerator's work daily is often not feasible and can also signal a lack of trust that hurts morale.,Describe a monitoring approach that balances data-quality oversight with team trust.
igot-mgmt-130,People Management for Statistical Officers,managerial,L2,"Lead field survey teams effectively: allocate work, manage enumerator performance, and resolve common field-operation people issues.",4,Handling a Difficult Respondent Situation,"When an enumerator faces a hostile or uncooperative respondent, having a clear, pre-briefed protocol — such as when to politely disengage and report back rather than push for compliance — protects both data quality and the enumerator's safety. An enumerator with no such protocol may either give up too early or push inappropriately hard.",Explain why a pre-briefed protocol for difficult respondent situations matters.
igot-mgmt-130,People Management for Statistical Officers,managerial,L2,"Lead field survey teams effectively: allocate work, manage enumerator performance, and resolve common field-operation people issues.",5,Debriefing After a Survey Round,"A structured post-round debrief, capturing what went well, what didn't, and specific process suggestions from the field team, feeds directly into improving the next round's planning. Skipping this step means the same avoidable field problems tend to recur round after round.",Explain the value of a structured debrief after a survey round.
igot-mgmt-240,Project Management in Government Programmes,managerial,L2,"Plan, monitor and evaluate statistical survey programmes using standard project-management practices adapted to a government setting.",1,Defining Scope and Deliverables Upfront,"A survey programme's scope document should specify what will and will not be covered, expected deliverables, and key milestones, agreed before work begins. Without an agreed scope, stakeholders can each assume a different set of deliverables, leading to disputes later about what was actually promised.",Explain why an upfront scope document matters for a government survey programme.
igot-mgmt-240,Project Management in Government Programmes,managerial,L2,"Plan, monitor and evaluate statistical survey programmes using standard project-management practices adapted to a government setting.",2,Building a Realistic Timeline with Milestones,"Breaking a survey programme into milestones — frame preparation, field training, data collection, processing, publication — with realistic durations for each lets a project lead spot slippage early rather than discovering it only at the final deadline. A single end-date target with no intermediate milestones gives no early warning of delay.",Explain why intermediate milestones matter beyond just a final deadline.
igot-mgmt-240,Project Management in Government Programmes,managerial,L2,"Plan, monitor and evaluate statistical survey programmes using standard project-management practices adapted to a government setting.",3,Tracking Risk Throughout the Programme,"A basic risk register lists what could go wrong (e.g. monsoon disrupting fieldwork), how likely and impactful each risk is, and a planned mitigation, reviewed periodically rather than created once and forgotten. A risk register created at the start but never revisited fails to catch new risks that emerge as the programme progresses.","Explain why a risk register needs to be revisited periodically, not just created once."
igot-mgmt-240,Project Management in Government Programmes,managerial,L2,"Plan, monitor and evaluate statistical survey programmes using standard project-management practices adapted to a government setting.",4,Coordinating Multiple Stakeholder Departments,"A survey programme spanning multiple departments benefits from a single coordination point (a project lead or steering committee) rather than each department independently deciding priorities, which can produce conflicting instructions to the field team. Without this, field staff may receive contradictory instructions from different departments with no clear resolution process.",Explain the benefit of a single coordination point across multiple stakeholder departments.
igot-mgmt-240,Project Management in Government Programmes,managerial,L2,"Plan, monitor and evaluate statistical survey programmes using standard project-management practices adapted to a government setting.",5,Closing Out and Evaluating a Programme,"A programme close-out should compare actual outcomes against the original scope and timeline, document lessons learned, and formally hand off any ongoing responsibilities, rather than the programme simply winding down informally. Without a structured close-out, valuable lessons about what worked and what didn't are often lost before the next programme starts.",Explain what a structured programme close-out should include and why it matters.
igot-mgmt-350,Ethical Leadership in Public Administration,managerial,L3,"Apply principles of integrity, accountability and impartiality to real decision-making situations faced by senior MoSPI officials.",1,Core Principles of Public Service Ethics,"Core principles typically include integrity, impartiality, accountability, and public interest above personal or political interest, forming the basis for how a public official should approach any decision. Treating these as abstract ideals rather than practical decision criteria is a common gap between stated values and actual behavior.",Name the core principles of public service ethics and explain why they should function as practical decision criteria.
igot-mgmt-350,Ethical Leadership in Public Administration,managerial,L3,"Apply principles of integrity, accountability and impartiality to real decision-making situations faced by senior MoSPI officials.",2,Recognizing and Managing Conflicts of Interest,"A conflict of interest arises when an official's personal interests could improperly influence an official decision, and the standard practice is disclosure and recusal from that specific decision, not resignation or silence. Failing to disclose a relevant personal interest before participating in a decision undermines public trust even if the decision itself turns out to be defensible.","Explain the standard practice for managing a conflict of interest, and why silence is not an acceptable option."
igot-mgmt-350,Ethical Leadership in Public Administration,managerial,L3,"Apply principles of integrity, accountability and impartiality to real decision-making situations faced by senior MoSPI officials.",3,Whistleblower Protection and Reporting Wrongdoing,"An official who witnesses wrongdoing, such as data manipulation or misuse of funds, has both an ethical basis and often a formal protected channel to report it, and retaliating against a good-faith whistleblower is itself a serious violation. A culture where reporting wrongdoing is quietly discouraged undermines accountability across the entire organization.",Explain why protecting good-faith whistleblowers matters for organizational accountability.
igot-mgmt-350,Ethical Leadership in Public Administration,managerial,L3,"Apply principles of integrity, accountability and impartiality to real decision-making situations faced by senior MoSPI officials.",4,Balancing Discretion with Accountability,"Senior officials often have discretion in how a policy is implemented, but exercising that discretion transparently — documenting the reasoning — keeps it accountable, unlike undocumented case-by-case decisions that look arbitrary from the outside. Discretion used without any documented rationale is difficult to distinguish from favoritism, even when the actual decision was reasonable.",Explain why documenting the reasoning behind a discretionary decision matters for accountability.
igot-mgmt-350,Ethical Leadership in Public Administration,managerial,L3,"Apply principles of integrity, accountability and impartiality to real decision-making situations faced by senior MoSPI officials.",5,Ethical Decision-Making Under Political Pressure,"When facing pressure to present data or findings in a politically convenient way, a senior official's ethical obligation is to maintain the statistical integrity of the output and raise concerns through proper channels, rather than silently comply. Quietly adjusting a genuine finding to suit a preferred narrative, even under pressure, crosses from political sensitivity into a breach of statistical integrity.",Explain the ethical line between being politically sensitive in communication and compromising statistical integrity.
